date,open,high,low,close,volume,trading_money,trading_turnover,spread
2024-02-26,59.9,60.0,59.8,59.9,59276,3546003,28,-0.1
2024-02-27,59.9,60.0,59.8,59.9,5674,339711,15,0.0
2024-02-29,59.9,60.0,59.8,60.0,13353,799764,24,0.1
2024-03-01,59.9,60.0,59.8,60.0,54377,3256879,12,0.0
2024-03-04,59.7,60.0,59.3,59.9,27819,1659956,47,-0.1
2024-03-05,59.8,60.0,59.6,59.8,18684,1116807,30,-0.1
2024-03-06,59.9,60.0,59.4,59.8,29820,1778427,45,0.0
2024-03-07,59.7,59.9,59.5,59.7,30645,1828495,36,-0.1
2024-03-08,59.6,60.0,59.4,60.0,48907,2913569,81,0.3
2024-03-11,59.7,60.0,59.5,59.8,63555,3788445,74,-0.2
2024-03-12,59.7,59.8,59.3,59.8,131719,7834949,75,0.0
2024-03-13,59.8,59.8,59.6,59.8,10936,651974,20,0.0
2024-03-14,59.6,60.0,59.3,60.0,80184,4777250,74,0.2
2024-03-15,59.5,60.0,59.5,59.6,10178,607757,41,-0.4
2024-03-18,59.5,59.8,59.4,59.7,29732,1768564,39,0.1
2024-03-19,59.5,59.6,59.2,59.6,54635,3240646,50,-0.1
2024-03-20,59.5,59.7,59.2,59.6,45310,2688317,46,0.0
2024-03-21,59.5,59.7,59.2,59.7,46344,2751409,58,0.1
2024-03-22,59.6,59.7,59.2,59.7,33016,1961262,57,0.0
2024-03-25,59.5,59.8,59.2,59.8,48276,2871209,52,0.1
2024-03-26,59.5,59.8,59.2,59.8,60400,3585079,80,0.0
2024-03-27,59.4,59.5,59.2,59.5,33597,1991112,60,-0.3
2024-03-28,59.4,59.5,59.2,59.5,72608,4302176,87,0.0
2024-03-29,59.3,59.6,59.2,59.6,51491,3052121,78,0.1
2024-04-01,59.3,59.6,59.2,59.6,96197,5702669,75,0.0
2024-04-02,59.3,59.6,59.0,59.6,110702,6556638,107,0.0
2024-04-03,59.4,59.6,59.4,59.6,12960,771293,34,0.0
2024-04-08,59.5,59.6,59.5,59.6,5355,318806,9,0.0
2024-04-09,59.6,59.6,59.2,59.6,59793,3545421,53,0.0
2024-04-10,59.5,59.5,59.2,59.5,45100,2671220,50,-0.1
2024-04-11,59.2,59.4,58.9,59.4,159221,9400584,124,-0.1
2024-04-12,59.3,59.4,59.2,59.4,5779,342682,27,0.0
2024-04-15,59.0,59.5,58.9,59.3,29279,1731649,32,-0.1
2024-04-16,59.4,59.4,59.0,59.4,60126,3565365,24,0.1
2024-04-17,59.0,59.4,59.0,59.4,2094,123973,5,0.0
2024-04-18,0.0,0.0,0.0,0.0,204,12063,8,0.0
2024-04-19,59.4,59.5,58.9,59.3,82263,4863419,48,0.0
2024-04-22,59.4,59.4,59.2,59.3,49858,2951577,17,0.0
2024-04-23,59.4,59.4,58.8,59.3,118486,6996810,33,0.0
2024-04-24,59.3,59.4,58.9,59.4,47379,2795835,56,0.1
2024-04-25,58.9,59.4,58.8,59.2,82297,4845996,56,-0.2
2024-04-26,58.9,59.2,58.8,59.2,6536,384897,11,0.0
2024-04-29,59.1,59.2,58.8,59.2,33073,1948898,29,0.0
2024-04-30,59.0,59.2,58.8,59.1,29200,1722019,18,-0.1
2024-05-02,59.0,59.1,59.0,59.1,12090,713518,9,0.0
2024-05-03,59.2,59.2,59.0,59.0,8900,525265,17,-0.1
2024-05-06,59.0,59.0,58.9,59.0,14468,853421,16,0.0
2024-05-07,59.0,59.3,59.0,59.3,19727,1165793,22,0.3
2024-05-08,59.4,59.4,59.0,59.4,25756,1522754,30,0.1
2024-05-09,59.4,59.4,59.4,59.4,2135,126765,7,0.0
2024-05-10,59.4,59.5,59.2,59.5,6703,397761,16,0.1
2024-05-13,59.4,59.5,59.1,59.5,31940,1896050,25,0.0
2024-05-14,59.3,59.5,59.0,59.5,48894,2888525,30,0.0
2024-05-15,59.1,59.5,59.0,59.5,91145,5389969,45,0.0
2024-05-16,59.5,59.5,59.0,59.5,61756,3650601,54,0.0
2024-05-17,59.0,59.5,58.8,59.5,136118,8026051,61,0.0
2024-05-20,59.3,59.5,59.0,59.5,36113,2138885,35,0.0
2024-05-21,59.3,59.4,59.0,59.4,31046,1834918,20,-0.1
2024-05-22,59.0,59.4,59.0,59.4,45438,2681696,25,0.0
2024-05-23,59.0,59.4,59.0,59.4,61081,3605822,31,0.0
2024-05-24,59.0,59.4,59.0,59.4,63350,3740058,36,0.0
2024-05-27,59.0,59.4,59.0,59.4,83471,4928214,46,0.0
2024-05-28,59.0,59.2,58.8,59.1,141581,8335118,37,-0.3
2024-05-29,59.0,59.3,59.0,59.1,24190,1428310,19,0.0
2024-05-30,59.0,59.3,59.0,59.3,18102,1068919,11,0.2
2024-05-31,59.0,59.4,59.0,59.4,12274,725079,7,0.1
2024-06-03,59.0,59.4,59.0,59.4,20513,1211646,44,0.0
2024-06-04,59.0,59.4,58.8,59.4,112974,6651564,29,0.0
2024-06-05,59.0,59.3,58.8,59.3,90512,5330711,38,-0.1
2024-06-06,59.0,59.2,58.8,59.2,139438,8207607,60,-0.1
2024-06-07,59.0,59.1,59.0,59.1,25843,1524841,26,-0.1
