date,open,high,low,close,volume,trading_money,trading_turnover,spread
2020-01-02,13.85,14.0,13.85,13.9,58325,810349,42,0.05
2020-01-03,13.9,13.95,13.8,13.95,40314,559633,31,0.05
2020-01-06,13.95,13.95,13.7,13.8,48820,674782,30,-0.15
2020-01-07,13.8,13.85,13.75,13.8,20011,276300,18,0.0
2020-01-08,13.7,13.8,13.65,13.7,36346,498255,16,-0.1
2020-01-09,13.7,13.8,13.7,13.8,31435,432409,19,0.1
2020-01-10,13.8,13.85,13.8,13.85,30000,415050,20,0.05
2020-01-13,13.95,14.0,13.95,13.95,23000,321150,12,0.1
2020-01-14,13.9,13.95,13.9,13.95,41206,574603,11,0.0
2020-01-15,13.9,13.9,13.85,13.9,22000,305350,13,-0.05
2020-01-16,13.9,13.9,13.85,13.85,17471,242026,10,-0.05
2020-01-17,13.85,13.85,13.7,13.7,40007,549495,18,-0.15
2020-01-20,13.8,13.85,13.75,13.8,36614,505111,15,0.1
2020-01-30,13.8,13.8,13.5,13.6,55007,750845,34,-0.2
2020-01-31,13.55,13.9,13.55,13.85,60574,833670,34,0.25
2020-02-03,13.1,13.5,13.1,13.5,72603,961628,38,-0.35
2020-02-04,13.55,13.7,13.5,13.7,35743,487304,22,0.2
2020-02-05,13.6,13.6,13.5,13.5,28472,385172,13,-0.2
2020-02-06,13.55,13.55,13.35,13.5,33651,452122,21,0.0
2020-02-07,13.4,13.5,13.35,13.45,36000,483250,28,-0.05
2020-02-10,13.45,13.5,13.35,13.5,24000,322400,23,0.05
2020-02-11,13.5,13.6,13.5,13.5,22010,298486,16,0.0
2020-02-12,13.55,13.6,13.45,13.5,12219,165634,11,0.0
2020-02-13,13.55,13.6,13.4,13.5,13074,176441,10,0.0
2020-02-14,14.2,14.85,14.2,14.85,3889935,57715520,803,1.35
2020-02-17,15.0,15.3,14.25,14.4,4866634,72149460,1743,-0.45
2020-02-18,14.6,14.9,14.2,14.5,1238241,17999020,578,0.1
2020-02-19,14.5,14.5,14.0,14.15,865862,12325399,351,-0.35
2020-02-20,14.2,14.3,13.9,13.95,768000,10791950,288,-0.2
