date,open,high,low,close,volume,trading_money,trading_turnover,spread
2021-12-30,9.39,9.68,9.22,9.59,90022454,852441795,12552,0.0
2022-01-03,9.5,9.52,9.36,9.39,53817187,506655481,11537,-0.2
2022-01-04,9.39,9.43,9.32,9.36,37035991,346775191,5962,-0.03
2022-01-05,9.3,9.33,9.23,9.24,58085524,539158451,9232,-0.12
2022-01-06,9.19,9.21,9.12,9.15,32440603,297382492,7201,-0.09
2022-01-07,9.1,9.14,9.0,9.03,46238311,418608393,8142,-0.12
2022-01-10,9.02,9.28,9.02,9.28,24859872,228186648,5040,0.25
2022-01-11,9.24,9.28,9.24,9.24,19278959,178403370,3995,-0.04
2022-01-12,9.27,9.34,9.25,9.32,17883033,166203539,2318,0.08
2022-01-13,9.3,9.31,9.27,9.27,21620335,200876838,3665,-0.05
2022-01-14,9.23,9.33,9.22,9.31,11568479,107106756,2875,0.04
2022-01-17,9.31,9.47,9.31,9.44,18484170,174023104,3484,0.13
2022-01-18,9.45,9.53,9.45,9.48,17020303,161553011,2843,0.04
2022-01-19,9.48,9.48,9.42,9.42,11413249,107811939,4011,-0.06
2022-01-20,9.42,9.43,9.38,9.4,8729891,82042857,2588,-0.02
2022-01-21,9.21,9.36,9.21,9.24,26900593,249243213,4358,-0.16
2022-01-24,9.24,9.43,9.24,9.38,12966590,121139113,2262,0.14
2022-01-25,9.35,9.38,9.31,9.33,8896880,83062755,1791,-0.05
2022-01-26,9.33,9.42,9.33,9.42,8065532,75802909,1949,0.09
2022-02-07,9.42,9.44,9.39,9.4,8128110,76493761,1804,-0.02
2022-02-08,9.4,9.43,9.38,9.4,4656043,43817442,782,0.0
2022-02-09,9.41,9.47,9.41,9.41,10597439,100026295,1049,0.01
2022-02-10,9.41,9.43,9.4,9.4,5533224,52055787,898,-0.01
2022-02-11,9.4,9.43,9.4,9.42,2861876,26949181,710,0.02
2022-02-14,9.41,9.42,9.37,9.38,4945246,46400712,1484,-0.04
2022-02-15,9.38,9.41,9.37,9.39,4333257,40682106,1189,0.01
2022-02-16,9.39,9.42,9.39,9.4,3141075,29544212,1047,0.01
2022-02-17,9.4,9.42,9.39,9.4,4917375,46253463,1098,0.0
2022-02-18,9.4,9.43,9.39,9.41,6613002,62255314,1186,0.01
2022-02-21,9.41,9.43,9.4,9.41,4220251,39735890,885,0.0
2022-02-22,9.41,9.42,9.38,9.39,6164423,57935445,1001,-0.02
2022-02-23,9.4,9.41,9.36,9.39,9940583,93306748,3536,0.0
2022-02-24,9.4,9.41,9.36,9.37,8706308,81687692,1978,-0.02
2022-02-25,9.37,9.38,9.32,9.32,7202866,67370051,2719,-0.05
2022-03-01,9.33,9.36,9.33,9.34,2386981,22302203,919,0.02
2022-03-02,9.33,9.35,9.31,9.33,3326417,31023488,1143,-0.01
2022-03-03,9.34,9.34,9.32,9.34,3281149,30617850,2450,0.01
2022-03-04,9.32,9.34,9.31,9.34,3968804,37011711,2371,0.0
2022-03-07,9.3,9.3,9.2,9.22,8923100,82393324,1776,-0.12
2022-03-08,9.2,9.2,9.15,9.18,7096568,65099261,1758,-0.04
