date,open,high,low,close,volume,trading_money,trading_turnover,spread
2024-02-19,30.5,30.55,30.25,30.35,11069323,335833740,4529,-0.1
2024-02-20,30.35,30.5,30.2,30.2,9587614,290402654,4127,-0.15
2024-02-21,30.3,30.55,30.2,30.2,6280222,190422939,2734,0.0
2024-02-22,30.25,30.5,30.15,30.15,9356185,282865045,4801,-0.05
2024-02-23,30.15,30.35,30.05,30.05,7269714,219167145,3980,-0.1
2024-02-26,30.05,30.25,29.95,30.1,6035267,181591772,3129,0.05
2024-02-27,30.1,30.35,30.0,30.0,7882028,237619296,3878,-0.1
2024-02-29,30.0,30.5,30.0,30.5,11762705,356847094,4015,0.5
2024-03-01,30.45,30.6,30.15,30.6,7811201,237738388,4210,0.1
2024-03-04,30.55,30.65,30.3,30.65,6108898,186486667,3047,0.05
2024-03-05,30.65,31.1,30.5,30.6,9917500,304518063,4367,-0.05
2024-03-06,30.5,30.6,30.3,30.3,5971932,181428516,3533,-0.3
2024-03-07,30.3,30.5,30.25,30.45,6016715,182715764,3029,0.15
2024-03-08,30.25,30.55,30.25,30.45,7987674,242792612,3175,0.0
2024-03-11,30.45,31.15,30.45,31.15,13208093,408224035,6149,0.7
2024-03-12,31.2,31.95,31.2,31.95,19780509,625666904,7942,0.8
2024-03-13,32.0,32.35,31.75,32.2,17286039,554827094,7800,0.25
2024-03-14,32.25,33.2,32.0,33.2,22566258,736360603,9384,1.0
2024-03-15,32.9,33.1,32.35,33.05,40820881,1343738925,8919,-0.15
2024-03-18,33.15,33.8,33.1,33.8,20033103,672664485,8698,0.75
2024-03-19,33.5,33.75,33.2,33.45,13501632,451602993,7028,-0.35
2024-03-20,33.9,34.3,33.6,33.9,18723673,636021048,8610,0.45
2024-03-21,34.15,35.3,33.95,35.3,28785096,1004649814,10424,1.4
2024-03-22,35.3,35.3,34.4,35.1,15280750,532659368,7767,-0.2
2024-03-25,34.9,34.95,34.4,34.85,11805803,409461206,6925,-0.25
2024-03-26,34.8,35.1,34.3,34.85,14657808,509603955,6828,0.0
2024-03-27,34.6,36.0,34.6,36.0,19483114,691186358,8191,1.15
2024-03-28,36.1,36.6,35.8,36.25,24450983,884518122,10858,0.25
2024-03-29,36.2,36.6,35.6,36.15,37546102,1356549111,15464,-0.1
2024-04-01,36.0,36.05,35.35,35.8,11453723,408563297,6005,-0.35
2024-04-02,35.85,36.35,35.75,36.15,10758567,388204846,5552,0.35
2024-04-03,35.9,36.0,34.8,35.05,14220080,500768066,8745,-1.1
2024-04-08,34.9,35.65,34.8,35.6,12732705,449694301,5302,0.55
2024-04-09,35.7,36.3,35.6,36.1,11853384,427505595,6759,0.5
2024-04-10,36.25,36.3,35.6,35.8,10415366,373139446,6317,-0.3
2024-04-11,35.4,35.7,35.25,35.55,6458960,229309327,3432,-0.25
2024-04-12,35.4,35.5,35.1,35.35,8684722,306993944,4152,-0.2
2024-04-15,35.25,36.3,35.2,36.2,11308126,407278125,5398,0.85
2024-04-16,35.45,35.5,33.85,34.0,20957584,721050634,12298,-2.2
2024-04-17,34.2,34.55,34.0,34.5,11351424,390153839,5151,0.5
2024-04-18,34.6,35.65,34.45,35.6,23317252,821525542,7747,1.1
2024-04-19,35.5,35.9,34.85,35.3,18400947,649126502,7206,-0.3
2024-04-22,35.2,35.55,34.85,35.3,11345046,398953542,4677,0.0
2024-04-23,35.15,36.0,35.0,36.0,15760099,561282192,5970,0.7
2024-04-24,36.25,36.25,35.65,36.1,15056570,541757610,6052,0.1
2024-04-25,35.8,35.85,35.4,35.6,7235519,257250412,4286,-0.5
2024-04-26,35.7,36.45,35.7,36.05,17346932,626277689,6242,0.45
2024-04-29,36.2,36.6,35.95,36.3,14282887,517722849,7819,0.25
2024-04-30,36.3,36.35,35.95,36.15,11300189,408692104,6187,-0.15
