date,open,high,low,close,volume,trading_money,trading_turnover,spread
2024-02-26,59.4,59.5,58.7,59.5,41828,2470164,82,0.0
2024-02-27,58.8,59.3,58.6,59.3,62310,3667749,74,-0.2
2024-02-29,59.2,59.3,58.6,59.3,73202,4309088,89,0.0
2024-03-01,58.6,59.0,58.5,59.0,70511,4138431,200,-0.3
2024-03-04,58.4,59.0,58.2,58.7,60504,3536114,107,-0.3
2024-03-05,58.5,58.7,58.5,58.7,10808,632946,34,0.0
2024-03-06,58.4,58.7,58.1,58.7,90589,5283840,127,0.0
2024-03-07,58.2,58.7,58.0,58.0,94510,5495788,103,-0.7
2024-03-08,58.4,58.5,57.7,58.2,72502,4196908,101,0.2
2024-03-11,57.8,58.3,57.7,58.3,80577,4665248,132,0.1
2024-03-12,58.1,58.3,57.8,58.3,10068,584480,58,0.0
2024-03-13,58.1,58.4,58.1,58.4,8752,509991,66,0.1
2024-03-14,58.3,58.5,58.3,58.5,10032,584914,70,0.1
2024-03-15,58.3,58.4,58.3,58.4,2736,159411,21,-0.1
2024-03-18,58.4,58.4,58.4,58.4,7366,430037,38,0.0
2024-03-19,58.4,58.4,57.9,58.4,14285,833532,23,0.0
2024-03-20,58.4,58.4,58.2,58.2,3930,228814,22,-0.2
2024-03-21,58.2,58.4,58.2,58.4,10579,617327,27,0.2
2024-03-22,58.5,58.5,58.5,58.5,1341,78304,11,0.1
2024-03-25,58.5,58.5,58.5,58.5,1315,76774,26,0.0
2024-03-26,58.2,58.5,58.0,58.4,7275,424387,18,-0.1
2024-03-27,58.4,58.4,58.4,58.4,3787,220924,58,0.0
2024-03-28,58.4,58.4,58.4,58.4,5243,306121,46,0.0
2024-03-29,58.4,58.4,58.4,58.4,3601,210084,34,0.0
2024-04-01,58.2,58.4,58.2,58.4,2410,140453,50,0.0
2024-04-02,0.0,0.0,0.0,0.0,124,7212,12,0.0
2024-04-03,58.4,58.4,58.4,58.4,8053,470277,13,0.0
2024-04-08,57.8,58.4,57.8,58.4,5372,313398,104,0.0
2024-04-09,58.5,58.5,58.0,58.5,7187,418779,23,0.1
2024-04-10,58.3,58.4,58.3,58.4,5587,325970,33,-0.1
2024-04-11,57.8,58.5,57.8,58.5,4864,283218,20,0.1
2024-04-12,58.4,58.5,58.4,58.5,5673,331409,70,0.0
2024-04-15,58.3,58.4,58.3,58.4,49551,2888887,39,-0.1
2024-04-16,58.4,58.5,58.2,58.2,3453,201377,19,-0.2
2024-04-17,58.2,58.4,58.2,58.4,2364,137712,5,0.2
2024-04-18,0.0,0.0,0.0,0.0,84,4873,13,0.0
2024-04-19,58.7,58.7,57.9,58.2,3397,197833,14,0.0
2024-04-22,58.5,58.5,58.2,58.2,2000,116700,2,0.0
2024-04-23,58.4,58.4,58.4,58.4,1283,74815,18,0.2
2024-04-24,58.4,58.4,58.0,58.4,9494,552882,20,0.0
2024-04-25,58.0,58.4,58.0,58.1,3993,232061,23,-0.3
2024-04-26,57.8,58.2,57.7,58.2,7306,422748,20,0.1
2024-04-29,58.2,58.2,58.2,58.2,2301,133830,18,0.0
2024-04-30,57.8,58.3,57.8,58.0,8055,467293,33,-0.2
2024-05-02,0.0,0.0,0.0,0.0,523,30172,15,0.0
2024-05-03,58.0,58.0,58.0,58.0,2995,173518,16,0.0
2024-05-06,57.8,58.0,57.8,58.0,3765,217737,25,0.0
2024-05-07,57.6,58.2,57.6,58.2,9592,557004,18,0.2
2024-05-08,58.1,58.3,57.7,58.3,7747,450444,22,0.1
2024-05-09,58.4,58.4,58.4,58.4,4470,260840,15,0.1
2024-05-10,57.9,58.4,57.9,58.4,2176,126510,8,0.0
2024-05-13,57.9,58.3,57.9,58.3,12293,715193,32,-0.1
2024-05-14,57.9,58.4,57.9,58.4,4349,252708,13,0.1
