date,open,high,low,close,volume,trading_money,trading_turnover,spread
2020-01-02,10.55,10.55,10.55,10.55,76199,803899,14,-0.05
2020-01-03,10.55,10.6,10.55,10.6,22475,237684,13,0.05
2020-01-06,10.55,10.6,10.55,10.6,18000,190300,6,0.0
2020-01-07,10.6,10.6,10.55,10.55,73128,773006,21,-0.05
2020-01-08,10.55,10.55,10.55,10.55,21198,223648,6,0.0
2020-01-09,10.55,10.6,10.55,10.6,31497,332967,14,0.05
2020-01-10,10.6,10.6,10.6,10.6,25994,275536,13,0.0
2020-01-13,10.55,10.55,10.55,10.55,32000,337600,7,-0.05
2020-01-14,10.55,10.6,10.55,10.6,44902,474810,23,0.05
2020-01-15,10.55,10.6,10.55,10.6,16000,168950,4,0.0
2020-01-16,10.6,10.6,10.6,10.6,17634,186887,9,0.0
2020-01-17,10.6,10.6,10.55,10.6,49000,518900,12,0.0
2020-01-20,10.6,10.6,10.55,10.6,46911,496050,16,0.0
2020-01-30,10.55,10.55,10.5,10.55,587000,6171800,71,-0.05
2020-01-31,10.55,10.6,10.55,10.6,137000,1446350,19,0.05
2020-02-03,10.55,10.6,10.5,10.6,365000,3849250,36,0.0
2020-02-04,10.6,10.6,10.55,10.6,40000,422300,12,0.0
2020-02-05,10.55,10.6,10.55,10.55,10000,105750,5,-0.05
2020-02-06,10.55,10.65,10.55,10.55,189000,2001950,32,0.0
2020-02-07,10.6,10.6,10.55,10.6,35099,370949,14,0.05
2020-02-10,10.6,10.6,10.55,10.55,66032,698637,18,-0.05
2020-02-11,10.55,10.6,10.55,10.6,146000,1547400,24,0.05
2020-02-12,10.6,10.65,10.6,10.65,9000,95550,5,0.05
2020-02-13,10.55,10.6,10.55,10.6,24006,253963,7,-0.05
2020-02-14,10.55,10.6,10.55,10.6,11002,116220,8,0.0
2020-02-17,10.6,10.6,10.55,10.55,30000,316650,10,-0.05
2020-02-18,10.6,10.6,10.6,10.6,82788,877473,16,0.05
2020-02-19,10.6,10.6,10.6,10.6,84100,891460,19,0.0
2020-02-20,10.6,10.65,10.6,10.6,107000,1137200,28,0.0
2020-02-21,10.6,10.65,10.6,10.6,35000,371250,10,0.0
2020-02-24,10.6,10.6,10.6,10.6,50400,534200,15,0.0
2020-02-25,10.6,10.6,10.55,10.6,77098,816729,24,0.0
2020-02-26,10.6,10.6,10.6,10.6,41000,434600,12,0.0
2020-02-27,10.6,10.65,10.6,10.6,60099,637299,21,0.0
2020-03-02,10.55,10.6,10.55,10.6,24049,254216,6,0.0
2020-03-03,10.6,10.65,10.6,10.6,81000,858700,25,0.0
2020-03-04,10.6,10.6,10.55,10.6,41038,434948,14,0.0
2020-03-05,10.6,10.6,10.6,10.6,38000,402800,16,0.0
