date,open,high,low,close,volume,trading_money,trading_turnover,spread
2024-02-20,43.65,43.65,43.55,43.6,37057,1614797,28,-0.05
2024-02-21,43.6,43.6,43.5,43.55,26414,1150215,36,-0.05
2024-02-22,43.55,43.65,43.55,43.55,31086,1354047,24,0.0
2024-02-23,43.55,43.6,43.5,43.6,38236,1664219,43,0.05
2024-02-26,43.5,43.7,43.45,43.65,42347,1843227,52,0.05
2024-02-27,43.65,43.65,43.65,43.65,5670,247609,10,0.0
2024-02-29,43.65,43.65,43.5,43.5,13955,607367,24,-0.15
2024-03-01,43.6,43.65,43.6,43.65,24620,1074706,16,0.15
2024-03-04,43.65,43.75,43.6,43.7,17215,751562,19,0.05
2024-03-05,43.65,43.7,43.55,43.7,23874,1041192,27,0.0
2024-03-06,43.7,43.7,43.55,43.55,31564,1377991,30,-0.15
2024-03-07,43.55,43.7,43.55,43.7,41494,1811299,23,0.15
2024-03-08,43.7,43.7,43.5,43.65,59050,2570935,39,-0.05
2024-03-11,43.65,43.65,43.65,43.65,6020,262774,7,0.0
2024-03-12,43.65,43.7,43.45,43.6,29461,1283511,31,-0.05
2024-03-13,43.6,43.6,43.5,43.6,13635,593792,25,0.0
2024-03-14,43.6,43.6,43.6,43.6,7512,327568,23,0.0
2024-03-15,43.55,43.65,43.5,43.65,30040,1308411,12,0.05
2024-03-18,43.5,43.65,43.45,43.65,37215,1618232,30,0.0
2024-03-19,43.65,43.7,43.6,43.65,12027,524884,11,0.0
2024-03-20,43.7,43.7,43.6,43.6,10770,469861,21,-0.05
2024-03-21,43.65,43.65,43.5,43.5,28053,1222376,29,-0.1
2024-03-22,43.65,43.65,43.45,43.45,26300,1143888,31,-0.05
2024-03-25,43.45,43.45,43.25,43.4,65417,2836903,70,-0.05
2024-03-26,43.5,43.5,43.35,43.5,22253,965256,31,0.1
2024-03-27,43.5,43.5,43.4,43.4,4033,175148,5,-0.1
2024-03-28,43.55,43.55,43.3,43.5,27119,1176384,32,0.1
2024-03-29,43.4,43.45,43.35,43.45,18750,813514,26,-0.05
2024-04-01,43.45,43.5,43.3,43.5,18346,795423,27,0.05
2024-04-02,43.5,43.5,43.3,43.45,36113,1566168,39,-0.05
2024-04-03,43.3,43.45,43.3,43.45,6596,286419,14,0.0
2024-04-08,43.45,43.45,43.25,43.3,21633,937655,38,-0.15
2024-04-09,43.3,43.5,43.25,43.45,82083,3553151,85,0.15
2024-04-10,43.4,43.4,43.25,43.3,32758,1419205,45,-0.15
2024-04-11,43.3,43.3,43.2,43.2,33102,1431087,34,-0.1
2024-04-12,43.25,43.3,43.2,43.3,19679,852037,10,0.1
2024-04-15,43.3,43.3,43.2,43.2,28455,1230088,38,-0.1
2024-04-16,43.2,43.25,43.15,43.25,16790,725197,36,0.05
2024-04-17,43.25,43.35,43.25,43.35,11301,489230,13,0.1
2024-04-18,43.35,43.35,43.3,43.35,4702,204084,10,0.0
2024-04-19,43.4,43.4,43.15,43.25,27465,1187021,35,-0.1
2024-04-22,43.25,43.25,43.25,43.25,9228,399130,16,0.0
2024-04-23,43.25,43.25,43.1,43.15,22796,984108,35,-0.1
2024-04-24,43.15,43.2,43.1,43.1,29432,1269922,36,-0.05
2024-04-25,43.15,43.25,43.1,43.1,34218,1475668,42,0.0
2024-04-26,43.1,43.2,43.1,43.2,26654,1150856,32,0.1
2024-04-29,43.2,43.25,43.2,43.25,8220,355148,25,0.05
2024-04-30,43.3,43.3,43.0,43.25,118480,5107464,61,0.0
2024-05-02,43.25,43.3,43.25,43.3,10210,442043,11,0.05
2024-05-03,43.2,43.3,43.15,43.25,20185,872771,25,-0.05
2024-05-06,43.25,43.3,43.25,43.3,8252,357249,13,0.05
2024-05-07,43.3,43.35,43.3,43.35,24241,1050753,14,0.05
2024-05-08,43.3,43.35,43.3,43.35,2000,86650,2,0.0
2024-05-09,43.3,43.35,43.3,43.35,6002,260087,6,0.0
2024-05-10,43.3,43.3,43.3,43.3,3000,129900,3,-0.05
2024-05-13,43.3,43.3,43.15,43.3,12032,520650,12,0.0
2024-05-14,43.3,43.3,43.2,43.3,14250,616801,11,0.0
2024-05-15,43.3,43.3,43.3,43.3,3218,139317,10,0.0
2024-05-16,43.3,43.3,43.3,43.3,4418,191233,16,0.0
2024-05-17,43.3,43.3,43.25,43.3,8530,369200,9,0.0
2024-05-20,43.45,43.45,43.4,43.4,16000,694650,12,0.1
2024-05-21,43.4,43.4,43.4,43.4,17010,738237,12,0.0
2024-05-22,43.4,43.5,43.4,43.5,3055,132805,7,0.1
2024-05-23,43.5,43.5,43.35,43.45,16315,708147,17,-0.05
2024-05-24,43.35,43.5,43.25,43.4,18276,793009,21,-0.05
2024-05-27,43.4,43.45,43.35,43.4,14629,634875,19,0.0
2024-05-28,43.4,43.6,43.4,43.6,6099,265151,9,0.2
2024-05-29,43.6,43.6,43.55,43.55,11373,495595,15,-0.05
2024-05-30,43.6,43.6,43.5,43.5,15056,655791,10,-0.05
2024-05-31,43.55,43.65,43.45,43.45,14003,609830,13,-0.05
2024-06-03,43.45,43.45,43.45,43.45,2271,98678,11,0.0
2024-06-04,43.35,43.5,43.35,43.5,4228,183593,12,0.05
2024-06-05,43.35,43.45,43.35,43.45,4201,182393,7,-0.05
2024-06-06,43.5,43.6,43.5,43.6,12248,533431,20,0.15
2024-06-07,43.6,43.65,43.55,43.65,16167,704887,18,0.05
2024-06-11,43.65,43.65,43.55,43.55,11104,484496,16,-0.1
2024-06-12,43.6,43.6,43.5,43.6,11061,481761,10,0.05
2024-06-13,43.6,43.65,43.55,43.65,9211,401340,12,0.05
2024-06-14,43.65,43.65,43.65,43.65,8278,361436,12,0.0
2024-06-17,43.7,43.7,43.65,43.65,11264,491993,15,0.0
2024-06-18,43.7,43.7,43.6,43.7,20120,878136,17,0.05
2024-06-19,43.75,43.75,43.7,43.7,24625,1076311,25,0.0
2024-06-20,43.7,43.75,43.7,43.7,36272,1585581,30,0.0
2024-06-21,43.7,43.75,43.7,43.75,7003,306231,5,0.05
2024-06-24,43.6,43.75,43.6,43.75,3100,135324,6,0.0
