date,open,high,low,close,volume,trading_money,trading_turnover,spread
2024-02-26,52.0,52.2,51.9,52.2,183384,9533643,64,0.0
2024-02-27,52.0,52.2,52.0,52.2,103294,5373626,25,0.0
2024-02-29,52.1,52.2,52.0,52.2,62002,3226804,23,0.0
2024-03-01,52.1,52.1,52.0,52.1,49002,2551104,17,-0.1
2024-03-04,52.1,52.2,52.0,52.2,142209,7404869,46,0.1
2024-03-05,52.1,52.2,52.0,52.2,93440,4868282,29,0.0
2024-03-06,52.1,52.2,52.1,52.2,100838,5253958,31,0.0
2024-03-07,52.1,52.2,52.1,52.2,129381,6740949,34,0.0
2024-03-08,52.2,52.2,52.1,52.2,80002,4168404,27,0.0
2024-03-11,52.2,52.3,52.1,52.3,42135,2199430,24,0.1
2024-03-12,52.3,52.4,52.2,52.4,108009,5655930,64,0.1
2024-03-13,52.4,52.5,52.3,52.5,31543,1651518,33,0.1
2024-03-14,52.4,52.5,52.4,52.5,34435,1804817,27,0.0
2024-03-15,52.5,52.5,52.3,52.5,92349,4839222,38,0.0
2024-03-18,52.4,52.5,52.3,52.5,54588,2860769,27,0.0
2024-03-19,52.5,52.5,52.4,52.5,23059,1208697,15,0.0
2024-03-20,52.4,52.4,52.4,52.4,13226,693037,9,-0.1
2024-03-21,52.4,52.5,52.4,52.5,16202,849105,16,0.1
2024-03-22,52.5,52.5,52.4,52.5,14000,733800,11,0.0
2024-03-25,52.4,52.6,52.4,52.6,72310,3795574,21,0.1
2024-03-26,52.5,52.6,52.5,52.6,33099,1737797,16,0.0
2024-03-27,52.5,52.6,52.5,52.6,72691,3823127,25,0.0
2024-03-28,52.5,52.6,52.5,52.6,29453,1548614,19,0.0
2024-03-29,52.6,52.6,52.5,52.6,71301,3749931,31,0.0
2024-04-01,52.5,52.6,52.5,52.6,25100,1318150,6,0.0
2024-04-02,52.6,52.7,52.6,52.7,21050,1107330,14,0.1
2024-04-03,52.7,52.8,52.7,52.8,43000,2266200,12,0.1
2024-04-08,52.8,52.9,52.8,52.9,41159,2173379,22,0.1
2024-04-09,52.8,53.0,52.8,53.0,83898,4442981,49,0.1
2024-04-10,52.9,53.1,52.9,53.1,95040,5042310,46,0.1
2024-04-11,53.1,53.2,53.1,53.2,107122,5695078,36,0.1
2024-04-12,53.1,53.1,53.1,53.1,93019,4939307,26,-0.1
2024-04-15,53.1,53.2,53.1,53.2,62299,3308245,20,0.1
2024-04-16,53.1,53.1,53.0,53.1,73152,3878456,31,-0.1
2024-04-17,53.1,53.2,52.9,53.2,124008,6571324,21,0.1
2024-04-18,53.1,53.3,53.0,53.3,132708,7056530,24,0.1
2024-04-19,53.1,53.3,53.0,53.2,158076,8398762,32,-0.1
2024-04-22,53.2,53.3,53.2,53.3,13000,691700,5,0.1
2024-04-23,53.3,53.4,53.3,53.4,213368,11372622,35,0.1
2024-04-24,53.3,53.5,53.3,53.5,76107,4064017,33,0.1
2024-04-25,53.4,53.5,53.4,53.5,176000,9405400,42,0.0
