date,open,high,low,close,volume,trading_money,trading_turnover,spread
2020-01-02,72.2,72.5,71.6,72.3,169000,12152500,129,0.3
2020-01-03,72.4,73.2,72.0,73.1,214137,15532408,174,0.8
2020-01-06,73.1,74.6,73.1,73.3,280230,20634500,260,0.2
2020-01-07,74.0,74.0,72.6,73.1,160302,11722146,145,-0.2
2020-01-08,73.1,73.1,71.6,72.1,175621,12663612,131,-1.0
2020-01-09,73.0,73.5,72.8,73.1,117071,8555488,111,1.0
2020-01-10,73.5,73.5,72.7,73.3,114686,8395613,102,0.2
2020-01-13,74.2,74.2,73.3,73.4,107860,7938321,91,0.1
2020-01-14,73.7,73.8,73.3,73.5,62600,4601739,59,0.1
2020-01-15,73.5,73.7,73.1,73.4,51640,3788740,51,-0.1
2020-01-16,73.1,73.7,73.1,73.7,109410,8035014,64,0.3
2020-01-17,73.7,74.2,73.6,74.0,157179,11597935,91,0.3
2020-01-20,74.5,74.7,74.3,74.6,254583,18955371,160,0.6
2020-01-30,70.3,72.9,70.3,71.6,597710,42827631,388,-3.0
2020-01-31,71.5,73.5,71.5,72.4,208690,15058153,177,0.8
2020-02-03,69.0,72.0,69.0,71.6,316845,22279840,217,-0.8
2020-02-04,72.1,72.1,71.3,71.7,211600,15147879,169,0.1
2020-02-05,72.0,72.3,71.7,72.3,245931,17717608,176,0.6
2020-02-06,74.0,76.2,74.0,75.5,899332,67866958,641,3.2
2020-02-07,76.0,76.2,74.7,75.8,494680,37388839,402,0.3
2020-02-10,75.7,75.9,74.0,74.5,492362,36879712,369,-1.3
2020-02-11,74.5,75.4,74.5,74.7,198600,14884300,157,0.2
2020-02-12,74.7,75.0,74.3,74.6,254300,18993400,224,-0.1
2020-02-13,74.9,75.2,74.2,74.2,242653,18091209,199,-0.4
2020-02-14,74.2,75.4,74.2,74.7,215264,16109844,213,0.5
2020-02-17,74.7,76.2,74.6,75.5,405098,30585086,340,0.8
2020-02-18,75.5,75.9,75.0,75.2,231296,17425829,214,-0.3
2020-02-19,75.4,76.5,75.3,75.7,358845,27189626,305,0.5
2020-02-20,75.8,76.3,75.2,75.5,203982,15417638,187,-0.2
2020-02-21,75.1,75.5,74.6,74.8,166763,12488346,155,-0.7
2020-02-24,74.6,74.6,74.0,74.1,220045,16313130,188,-0.7
2020-02-25,73.2,73.7,73.1,73.6,177645,13050899,150,-0.5
2020-02-26,73.1,73.5,73.1,73.2,149950,10979243,120,-0.4
2020-02-27,74.0,74.0,72.6,73.9,262562,19244430,208,0.7
2020-03-02,72.8,73.5,72.7,73.1,256439,18773565,207,-0.8
2020-03-03,73.5,73.8,73.3,73.4,192516,14149472,138,0.3
2020-03-04,73.4,73.4,72.0,72.8,302248,21841704,253,-0.6
2020-03-05,72.8,73.0,72.6,72.6,171573,12496513,142,-0.2
2020-03-06,72.5,72.5,71.8,71.8,267413,19242991,205,-0.8
2020-03-09,71.1,71.1,69.8,69.9,506508,35528260,424,-1.9
2020-03-10,69.0,70.0,68.4,70.0,347891,23995170,257,0.1
2020-03-11,70.0,70.7,69.0,69.2,180340,12628933,149,-0.8
2020-03-12,68.5,68.5,67.0,67.3,504610,33999880,382,-1.9
2020-03-13,63.0,63.8,61.0,63.4,690514,42859096,557,-3.9
2020-03-16,63.1,64.0,61.1,61.3,391300,24341630,320,-2.1
2020-03-17,59.1,60.6,58.0,59.0,626682,36994174,461,-2.3
2020-03-18,59.1,59.7,57.1,57.1,426143,24964936,357,-1.9
2020-03-19,56.2,56.2,52.9,54.5,597024,32631304,438,-2.6
2020-03-20,56.0,59.7,56.0,59.0,386537,22495994,326,4.5
2020-03-23,57.0,58.4,56.4,58.0,316311,18230165,223,-1.0
2020-03-24,59.5,60.8,59.4,60.0,219123,13164478,178,2.0
2020-03-25,62.0,62.5,60.7,60.9,403057,24873526,312,0.9
2020-03-26,61.0,61.6,59.8,61.3,187500,11378599,174,0.4
2020-03-27,61.5,62.6,60.6,60.7,360412,22249853,334,-0.6
2020-03-30,60.0,60.1,58.8,59.9,324574,19415152,278,-0.8
2020-03-31,60.2,60.5,59.8,59.8,405297,24324947,255,-0.1
2020-04-01,60.1,60.3,59.2,59.4,517633,30963580,365,-0.4
2020-04-06,59.3,60.3,58.8,59.9,304980,18168794,240,0.5
2020-04-07,60.6,61.5,60.6,61.4,421125,25700223,338,1.5
2020-04-08,61.9,62.6,61.5,62.4,464295,28819324,384,1.0
2020-04-09,62.6,63.5,62.6,62.8,327561,20589998,234,0.4
2020-04-10,63.0,63.3,62.8,63.1,153100,9643750,113,0.3
2020-04-13,63.5,63.5,62.2,62.7,151450,9521703,137,-0.4
2020-04-14,62.6,63.9,62.5,63.7,221559,14080176,182,1.0
2020-04-15,63.9,66.0,63.9,65.8,339062,22113216,271,2.1
2020-04-16,65.0,65.9,64.6,65.1,203153,13267304,139,-0.7
2020-04-17,66.1,67.5,66.1,66.7,598996,40027029,423,1.6
2020-04-20,66.7,66.9,66.0,66.4,277079,18413893,225,-0.3
2020-04-21,66.4,66.4,64.5,64.6,483023,31435596,390,-1.8
2020-04-22,64.0,65.8,62.7,65.8,160000,10275000,128,1.2
2020-04-23,66.2,67.0,65.8,66.4,194640,12895780,150,0.6
2020-04-24,66.6,67.0,66.1,66.3,126396,8398351,98,-0.1
2020-04-27,66.8,67.8,66.3,67.0,190100,12754250,149,0.7
2020-04-28,67.3,67.4,66.7,67.0,114440,7662380,90,0.0
2020-04-29,67.5,68.2,67.4,67.9,196799,13342788,149,0.9
2020-04-30,68.5,68.7,67.5,68.4,269666,18411452,193,0.5
2020-05-04,67.9,67.9,66.7,66.9,241467,16242528,208,-1.5
2020-05-05,67.9,67.9,66.6,67.0,121149,8141483,101,0.1
2020-05-06,67.0,67.0,66.3,66.7,154450,10306395,117,-0.3
2020-05-07,66.7,67.0,66.5,67.0,268906,17966695,367,0.3
2020-05-08,68.6,69.5,68.3,69.0,905431,62329339,599,2.0
2020-05-11,68.6,68.6,67.1,67.9,593587,40274231,422,-1.1
2020-05-12,67.9,68.0,67.2,68.0,260579,17587302,209,0.1
2020-05-13,67.8,68.3,67.5,68.0,191191,12989064,131,0.0
2020-05-14,67.7,67.8,67.0,67.4,172682,11632906,143,-0.6
2020-05-15,67.5,68.2,66.9,67.5,152040,10246920,125,0.1
2020-05-18,67.0,68.0,67.0,68.0,118720,8028360,104,0.5
2020-05-19,68.3,68.5,67.8,67.8,148176,10075783,114,-0.2
2020-05-20,67.9,68.4,67.8,68.1,85865,5839220,73,0.3
2020-05-21,68.6,68.8,68.3,68.8,239099,16384531,137,0.7
2020-05-22,68.7,68.7,68.0,68.0,202100,13798139,166,-0.8
2020-05-25,68.0,68.3,67.6,68.2,114180,7757975,94,0.2
2020-05-26,68.5,68.7,68.2,68.7,222900,15257126,145,0.5
2020-05-27,68.7,68.9,68.5,68.6,152000,10438900,98,-0.1
2020-05-28,69.0,69.2,68.0,68.0,171188,11723996,130,-0.6
2020-05-29,67.6,68.1,67.6,67.8,127677,8665836,104,-0.2
2020-06-01,68.0,68.7,67.8,68.7,205076,14011519,165,0.9
2020-06-02,68.5,71.3,68.5,70.8,559060,39338743,459,2.1
2020-06-03,71.8,71.8,70.9,71.3,376819,26868487,315,0.5
2020-06-04,71.5,71.5,70.9,71.4,261350,18604925,206,0.1
2020-06-05,71.5,72.8,71.4,72.6,418424,30233094,335,1.2
2020-06-08,72.6,74.1,72.4,73.4,509016,37379268,389,0.8
2020-06-09,72.6,73.1,71.4,72.6,268972,19546467,229,-0.8
2020-06-10,72.0,72.6,71.8,72.1,242500,17555150,175,-0.5
2020-06-11,72.1,72.3,71.0,71.1,369335,26451852,237,-1.0
2020-06-12,68.7,71.0,68.6,70.5,311890,21898119,250,-0.6
2020-06-15,70.7,70.7,69.7,69.7,397430,27828054,282,-0.8
2020-06-16,70.4,70.7,70.0,70.1,332420,23352822,277,0.4
2020-06-17,70.1,70.4,69.8,70.3,157733,11072528,140,0.2
2020-06-18,70.0,70.8,70.0,70.8,82602,5812779,72,0.5
2020-06-19,71.0,71.0,70.7,70.7,82999,5878127,81,-0.1
2020-06-22,70.4,71.9,70.4,71.6,205097,14608440,173,0.9
2020-06-23,71.6,72.0,70.7,70.8,146166,10399418,98,-0.8
2020-06-24,71.6,71.8,71.0,71.5,179199,12800527,148,0.7
2020-06-29,71.0,71.5,70.2,70.4,171641,12122122,148,-1.1
2020-06-30,70.6,71.0,70.5,70.9,100468,7114179,76,0.5
2020-07-01,70.9,72.4,70.8,72.1,220486,15807440,159,1.2
2020-07-02,72.1,73.3,72.1,72.9,231803,16886819,177,0.8
2020-07-03,72.9,73.7,72.4,73.0,320271,23436453,250,0.1
2020-07-06,73.0,73.8,72.3,73.2,452122,33164525,334,0.2
2020-07-07,73.8,74.1,73.2,73.2,382444,28157532,290,0.0
2020-07-08,73.2,74.2,73.2,73.8,281537,20791538,250,0.6
2020-07-09,73.8,75.3,73.8,74.9,601022,45010137,410,1.1
2020-07-10,75.0,75.0,73.0,74.3,363650,26938434,304,-0.6
2020-07-13,74.3,75.0,74.3,74.6,633846,47270690,367,0.3
2020-07-14,73.1,74.5,73.1,74.1,878982,65048462,484,-0.5
2020-07-15,73.7,74.4,72.8,72.9,1019139,74756358,596,-1.2
2020-07-16,68.4,69.2,68.3,68.7,685433,47031477,356,0.0
2020-07-17,68.7,68.8,67.3,67.5,312147,21168232,276,-1.2
2020-07-20,67.7,67.7,66.3,66.7,204470,13632690,155,-0.8
2020-07-21,66.8,68.0,66.8,67.7,170722,11535274,147,1.0
2020-07-22,68.2,68.2,67.1,67.2,124066,8362088,112,-0.5
2020-07-23,67.2,67.5,67.0,67.2,78707,5286779,71,0.0
2020-07-24,67.0,67.0,66.2,66.4,167773,11160103,144,-0.8
2020-07-27,66.3,66.3,65.0,65.0,317712,20727119,216,-1.4
2020-07-28,65.1,65.2,64.3,64.6,239790,15544450,156,-0.4
2020-07-29,64.0,64.9,64.0,64.4,166373,10706593,153,-0.2
2020-07-30,64.6,65.0,64.5,64.7,144461,9348865,115,0.3
2020-07-31,64.7,65.0,64.3,64.6,213504,13789056,161,-0.1
2020-08-03,64.6,64.6,63.8,63.8,177032,11327454,153,-0.8
2020-08-04,63.6,64.2,63.6,63.8,204578,13083480,143,0.0
2020-08-05,63.8,63.9,63.3,63.6,284485,18078140,246,-0.2
2020-08-06,63.6,63.9,63.3,63.5,304345,19339080,245,-0.1
2020-08-07,63.4,63.4,62.6,62.6,424149,26692687,377,-0.9
2020-08-10,62.6,62.6,60.6,61.7,731745,44987590,565,-0.9
2020-08-11,61.9,63.2,61.9,62.9,200624,12578444,199,1.2
2020-08-12,63.1,63.6,63.0,63.3,185825,11768720,165,0.4
2020-08-13,63.6,63.6,63.1,63.5,96361,6105083,83,0.2
2020-08-14,63.6,63.6,62.9,63.5,84700,5360230,76,0.0
2020-08-17,63.5,64.0,62.9,63.0,225937,14291304,183,-0.5
2020-08-18,63.0,63.0,62.6,62.7,92656,5818592,86,-0.3
2020-08-19,63.2,63.2,62.0,62.0,143732,8973375,142,-0.7
2020-08-20,62.0,62.0,60.2,60.6,345104,20976344,282,-1.4
2020-08-21,61.8,61.8,60.7,60.9,252395,15400410,197,0.3
2020-08-24,61.0,61.2,60.8,61.0,177124,10800792,143,0.1
2020-08-25,61.0,61.3,60.9,61.0,260099,15887666,183,0.0
2020-08-26,61.1,61.5,61.0,61.0,434813,26575598,227,0.0
2020-08-27,61.1,61.3,60.8,61.0,293003,17879182,188,0.0
2020-08-28,61.2,61.5,61.0,61.2,260000,15940799,170,0.2
2020-08-31,61.8,62.5,61.6,62.0,191225,11845791,132,0.8
2020-09-01,62.0,62.2,61.6,62.1,166500,10318949,86,0.1
2020-09-02,62.9,63.0,62.5,62.7,123048,7719612,110,0.6
2020-09-03,62.8,64.0,62.8,64.0,241500,15352046,190,1.3
2020-09-04,63.1,63.9,63.0,63.9,231028,14692092,181,-0.1
2020-09-07,63.9,63.9,62.8,62.9,124649,7876919,110,-1.0
2020-09-08,62.9,63.1,62.8,63.1,75942,4781437,68,0.2
2020-09-09,63.1,63.3,62.3,63.3,87648,5503284,85,0.2
2020-09-10,63.5,63.8,63.3,63.5,138814,8825588,119,0.2
2020-09-11,62.8,63.7,62.8,63.0,87766,5537932,75,-0.5
2020-09-14,63.0,63.0,62.7,62.9,57092,3590301,55,-0.1
2020-09-15,62.7,63.4,62.4,62.8,155082,9718366,133,-0.1
2020-09-16,62.9,63.2,62.5,63.2,78708,4950844,73,0.4
2020-09-17,63.2,63.5,63.0,63.0,44500,2812300,44,-0.2
2020-09-18,63.4,63.9,63.1,63.9,94696,6007044,81,0.9
2020-09-21,63.8,63.8,63.0,63.3,177077,11234281,118,-0.6
2020-09-22,63.2,63.2,62.7,62.9,111369,7001647,86,-0.4
2020-09-23,63.0,63.0,61.9,61.9,91149,5667196,90,-1.0
2020-09-24,61.9,61.9,60.6,60.9,181396,11053131,173,-1.0
2020-09-25,60.9,61.1,60.6,60.9,114731,6985236,94,0.0
2020-09-28,61.3,61.4,61.0,61.4,47109,2884649,53,0.5
2020-09-29,61.5,62.2,61.5,62.2,124132,7706823,35,0.8
2020-09-30,62.2,62.2,61.3,61.3,101495,6246291,87,-0.9
2020-10-05,61.3,61.5,61.0,61.3,70495,4319943,57,0.0
2020-10-06,61.3,61.5,61.3,61.3,172421,10581602,132,0.0
2020-10-07,61.2,61.3,61.0,61.0,126135,7701960,104,-0.3
2020-10-08,61.0,61.1,60.9,61.0,140211,8555013,117,0.0
2020-10-12,61.1,61.2,60.9,60.9,188068,11473468,110,-0.1
2020-10-13,61.0,61.0,60.7,60.8,88406,5376646,74,-0.1
2020-10-14,60.9,61.1,60.9,61.0,203289,12397429,148,0.2
2020-10-15,61.0,61.1,60.8,61.0,98769,6022483,66,0.0
2020-10-16,61.0,61.9,60.9,61.3,232032,14198455,203,0.3
2020-10-19,61.6,62.0,61.5,62.0,183649,11331813,175,0.7
2020-10-20,62.1,62.7,61.8,62.6,265900,16575600,225,0.6
2020-10-21,62.6,63.2,62.3,62.8,306100,19261100,234,0.2
2020-10-22,62.7,62.9,60.4,60.4,260014,15894254,181,-2.4
2020-10-23,61.1,61.6,61.0,61.3,156689,9602332,148,0.9
2020-10-26,61.5,61.5,60.5,60.7,216726,13191871,172,-0.6
2020-10-27,60.7,61.2,60.7,61.0,162137,9885457,65,0.3
2020-10-28,60.9,61.1,60.8,60.9,66215,4034690,66,-0.1
2020-10-29,60.6,60.7,60.4,60.7,95599,5783708,90,-0.2
2020-10-30,60.5,60.7,60.3,60.3,124301,7520661,97,-0.4
2020-11-02,60.2,60.5,60.1,60.2,127572,7686800,74,-0.1
2020-11-03,60.2,60.4,60.1,60.1,172280,10375084,132,-0.1
2020-11-04,60.2,60.4,60.0,60.1,257667,15489428,201,0.0
2020-11-05,60.1,60.2,60.0,60.0,218301,13111989,173,-0.1
2020-11-06,60.2,60.7,60.2,60.4,212230,12826697,178,0.4
2020-11-09,60.5,61.1,60.4,60.8,212181,12896858,161,0.4
2020-11-10,60.8,60.8,60.0,60.3,312130,18856052,255,-0.5
2020-11-11,60.4,60.9,60.3,60.5,257752,15602780,197,0.2
2020-11-12,60.6,60.8,60.4,60.6,314663,19064032,199,0.1
2020-11-13,60.8,61.6,60.8,61.3,172278,10556364,143,0.7
2020-11-16,61.7,61.9,61.4,61.5,154326,9506169,130,0.2
2020-11-17,62.0,62.0,61.5,62.0,147229,9096017,123,0.5
2020-11-18,62.0,62.5,62.0,62.5,155567,9699095,148,0.5
2020-11-19,62.5,62.5,61.7,62.0,185808,11526350,133,-0.5
2020-11-20,61.8,62.0,61.5,61.9,84453,5221607,66,-0.1
2020-11-23,62.1,62.1,61.8,61.9,200935,12452059,154,0.0
2020-11-24,62.0,62.2,61.7,62.1,82993,5143965,84,0.2
2020-11-25,62.3,62.4,62.0,62.2,130195,8101663,102,0.1
2020-11-26,62.2,62.8,62.2,62.8,117274,7336139,98,0.6
